step,infected_sensitive_status,susceptible_status,infected_resistant_status,recoveries_r_status,recoveries_s_status,carrier_is_status,carrier_ir_status,treatments_treatment,finished_treatment,post_treatment_treatment
1233,1,2,21,14,3,1,13,0,50,50
1234,1,2,21,14,3,1,13,0,50,50
1235,1,2,21,14,3,1,13,0,50,50
1236,1,2,21,14,3,1,13,0,50,50
1237,1,2,21,14,3,1,13,0,50,50
1238,1,2,21,14,3,1,13,0,50,50
1239,1,2,21,14,3,1,13,0,50,50
1240,1,2,21,14,3,1,13,0,50,50
1241,1,2,21,14,3,1,13,0,50,50
1242,1,2,21,14,3,1,13,0,50,50
1243,1,2,21,14,3,1,13,0,50,50
1244,1,2,21,14,3,1,13,0,50,50
1245,1,2,21,14,3,1,13,0,50,50
1246,1,2,21,14,3,1,13,0,50,50
1247,1,2,21,14,3,1,13,0,50,50
1248,1,2,21,14,3,1,13,0,50,50
1249,1,2,21,14,3,1,13,0,50,50
1250,1,2,20,15,3,1,13,0,50,50
1251,1,2,20,15,3,1,13,0,50,50
1252,1,2,19,15,3,1,13,0,49,49
1253,1,2,19,15,2,1,14,0,49,49
1254,1,2,19,15,2,1,14,0,49,49
1255,1,2,19,14,2,1,15,0,49,49
1256,1,2,18,15,2,1,15,0,49,49
1257,1,2,18,15,2,1,15,0,49,49
1258,1,2,18,15,2,1,15,0,49,49
1259,1,2,18,15,2,1,15,0,49,49
1260,1,2,18,15,2,1,15,0,49,49
1261,1,2,18,15,2,1,15,0,49,49
1262,1,2,17,16,2,1,15,0,49,49
1263,1,2,17,16,2,1,15,0,49,49
1264,1,2,17,16,2,1,15,0,49,49
1265,1,2,17,16,2,1,15,0,49,49
1266,1,2,17,16,2,1,15,0,49,49
1267,1,2,17,16,2,1,15,0,49,49
1268,1,2,17,16,2,1,15,0,49,49
1269,1,2,17,16,2,1,15,0,49,49
1270,1,2,17,16,2,1,15,0,49,49
1271,1,2,17,16,2,1,15,0,49,49
1272,1,2,17,16,2,1,15,0,49,49
1273,1,2,17,16,2,1,15,0,49,49
1274,1,2,17,16,2,1,15,0,49,49
1275,1,2,17,16,2,1,15,0,49,49
1276,1,2,17,16,2,1,15,0,49,49
1277,1,2,17,16,2,1,15,0,49,49
1278,1,2,17,16,2,1,15,0,49,49
1279,1,2,17,16,2,1,15,0,49,49
1280,1,2,17,16,2,1,15,0,49,49
1281,1,2,17,16,2,1,15,0,49,49
1282,1,2,17,16,2,1,15,0,49,49
1283,1,2,17,16,2,1,15,0,49,49
1284,1,2,17,15,2,1,16,0,49,49
1285,1,2,17,15,2,1,16,0,49,49
1286,1,2,17,15,2,1,16,0,49,49
1287,1,2,17,15,2,1,16,0,49,49
1288,1,2,17,15,2,1,16,0,49,49
1289,1,2,17,15,2,1,16,0,49,49
1290,1,2,17,15,2,1,16,0,49,49
1291,1,2,18,14,2,1,16,0,49,49
1292,1,2,18,14,2,1,16,0,49,49
1293,1,2,18,14,2,1,16,0,49,49
1294,1,2,18,14,2,1,16,0,49,49
1295,1,2,18,14,2,1,16,0,49,49
1296,1,2,18,14,2,1,16,0,49,49
1297,1,2,18,14,2,1,16,0,49,49
1298,1,2,18,14,2,1,16,0,49,49
1299,1,2,18,14,2,1,16,0,49,49
1300,1,2,18,14,2,1,16,0,49,49
1301,1,2,18,14,2,1,16,0,49,49
1302,1,2,18,14,2,1,16,0,49,49
1303,1,2,18,14,2,1,16,0,49,49
1304,1,2,18,14,2,1,16,0,49,49
1305,1,2,17,14,2,1,16,0,48,48
1306,1,2,17,14,2,1,16,0,48,48
1307,1,2,17,14,2,1,16,0,48,48
1308,1,2,17,14,2,1,16,0,48,48
1309,1,2,17,14,2,1,16,0,48,48
1310,1,2,17,14,2,1,16,0,48,48
1311,1,2,17,14,2,1,16,0,48,48
1312,1,2,17,14,2,1,16,0,48,48
1313,1,2,17,14,2,1,16,0,48,48
1314,1,2,17,14,2,1,16,0,48,48
1315,1,2,17,14,2,1,16,0,48,48
1316,1,2,17,14,2,1,16,0,48,48
1317,1,2,17,14,2,1,16,0,48,48
1318,1,2,17,14,2,1,16,0,48,48
1319,1,2,17,14,2,1,16,0,48,48
1320,1,2,17,14,2,1,16,0,48,48
1321,1,2,17,14,2,1,16,0,48,48
1322,1,2,17,14,2,1,16,0,48,48
1323,1,2,17,14,2,1,16,0,48,48
1324,1,2,17,14,2,1,16,0,48,48
1325,1,2,17,14,2,1,16,0,48,48
1326,1,2,17,14,2,1,16,0,48,48
1327,1,2,17,14,2,1,16,0,48,48
1328,1,2,17,14,2,1,16,0,48,48
1329,1,2,17,14,2,1,16,0,48,48
1330,1,2,17,14,2,1,16,0,48,48
1331,1,2,17,14,2,1,16,0,48,48
1332,1,2,17,14,2,1,16,0,48,48
1333,1,2,17,14,2,1,16,0,48,48
1334,1,2,17,14,2,1,16,0,48,48
1335,1,2,17,14,2,1,16,0,48,48
1336,1,2,17,14,2,1,16,0,48,48
1337,1,2,17,14,2,1,16,0,48,48
1338,1,2,17,14,2,1,16,0,48,48
1339,1,1,18,14,2,1,16,0,48,48
1340,1,1,18,14,2,1,16,0,48,48
1341,1,1,18,14,2,1,16,0,48,48
1342,1,1,18,14,1,1,17,0,48,48
1343,1,1,18,14,1,1,17,0,48,48
1344,1,1,18,14,1,1,17,0,48,48
1345,1,1,18,14,1,1,17,0,48,48
1346,1,1,18,14,1,1,17,0,48,48
1347,1,1,17,14,1,1,17,0,47,47
1348,1,1,17,14,1,1,17,0,47,47
1349,1,1,17,14,1,1,17,0,47,47
1350,1,1,17,14,1,1,17,0,47,47
1351,1,1,17,14,1,1,17,0,47,47
1352,1,1,17,14,1,1,17,0,47,47
1353,1,1,16,15,1,1,17,0,47,47
1354,1,1,16,15,1,1,17,0,47,47
1355,1,1,16,15,1,1,17,0,47,47
1356,1,1,15,16,1,1,17,0,47,47
1357,1,1,15,16,1,1,17,0,47,47
1358,1,1,15,16,1,1,17,0,47,47
1359,1,1,14,16,1,1,17,0,46,46
1360,1,1,14,16,1,1,17,0,46,46
1361,1,1,14,16,1,1,17,0,46,46
1362,1,1,14,16,1,1,17,0,46,46
1363,1,1,14,16,1,1,17,0,46,46
1364,1,1,14,16,1,1,17,0,46,46
1365,1,1,14,16,1,1,17,0,46,46
1366,1,1,14,16,1,1,17,0,46,46
1367,1,1,14,16,1,1,17,0,46,46
1368,1,1,14,16,1,1,17,0,46,46
1369,1,1,14,16,1,1,17,0,46,46
1370,1,1,14,16,1,1,17,0,46,46
1371,1,1,14,16,1,1,17,1,46,46
1372,1,1,14,16,1,1,17,1,46,46
1373,1,1,14,16,1,1,17,1,46,46
1374,1,1,14,16,1,1,17,1,46,46
1375,1,1,14,16,1,1,17,1,46,46
1376,1,1,13,17,1,1,17,0,47,47
1377,1,1,13,17,1,1,17,0,47,47
1378,1,1,13,17,1,1,17,0,47,47
1379,1,1,12,18,1,1,17,0,47,47
1380,1,1,12,18,1,1,17,0,47,47
1381,1,1,12,18,1,1,17,0,47,47
1382,1,1,12,18,1,1,17,0,47,47
1383,1,1,12,18,1,1,17,0,47,47
1384,1,1,12,18,1,1,17,0,47,47
1385,1,1,12,18,1,1,17,0,47,47
1386,1,1,12,18,1,1,17,0,47,47
1387,1,1,12,18,1,1,17,0,47,47
1388,1,1,12,17,1,1,18,0,47,47
1389,1,1,12,17,1,1,18,0,47,47
1390,1,1,12,17,1,1,18,0,47,47
1391,1,1,12,17,1,1,18,0,47,47
1392,1,1,12,17,1,1,18,0,47,47
1393,1,1,11,17,1,1,18,0,46,46
1394,1,1,11,17,1,1,18,0,46,46
1395,1,1,11,17,1,1,18,0,46,46
1396,1,1,11,17,1,1,18,0,46,46
1397,1,1,11,17,1,1,18,0,46,46
1398,1,1,11,17,1,1,18,0,46,46
1399,1,1,11,17,1,1,18,0,46,46
1400,1,1,11,17,1,1,18,0,46,46
1401,1,1,11,17,1,1,18,0,46,46
1402,1,1,11,17,1,1,18,0,46,46
1403,1,1,11,17,1,1,18,0,46,46
1404,1,1,11,17,1,1,18,0,46,46
1405,1,1,11,17,1,1,18,0,46,46
1406,1,1,11,17,1,1,18,0,46,46
1407,1,1,11,17,1,1,18,0,46,46
1408,1,1,11,17,1,1,18,0,46,46
1409,1,1,11,17,1,1,18,0,46,46
1410,1,1,11,17,1,1,18,0,46,46
1411,1,1,11,17,1,1,18,0,46,46
1412,1,1,11,17,1,1,18,0,46,46
1413,1,1,11,17,1,1,18,0,46,46
1414,1,1,11,17,1,1,18,0,46,46
1415,1,1,12,16,1,1,18,0,46,46
1416,1,1,12,16,1,1,18,0,46,46
1417,1,1,12,16,1,1,18,0,46,46
1418,1,1,12,16,1,1,18,0,46,46
1419,1,1,12,16,1,1,18,0,46,46
1420,1,1,11,17,1,1,18,0,46,46
1421,1,1,11,17,1,1,18,0,46,46
1422,1,1,11,17,1,1,18,0,46,46
1423,1,1,11,17,1,1,18,0,46,46
1424,1,1,11,16,1,1,19,0,46,46
1425,1,1,11,16,1,1,19,0,46,46
1426,1,1,11,15,1,1,20,0,46,46
1427,1,1,11,15,1,1,20,0,46,46
1428,1,1,11,15,1,1,20,0,46,46
1429,1,1,11,15,1,1,20,0,46,46
1430,1,1,11,15,1,1,20,0,46,46
1431,1,1,11,15,1,1,20,0,46,46
1432,1,1,11,15,1,1,20,0,46,46
1433,1,1,11,15,1,1,20,0,46,46
1434,1,1,11,14,1,1,21,0,46,46
1435,1,1,11,14,1,1,21,0,46,46
1436,1,1,11,14,1,1,21,0,46,46
1437,1,1,11,14,1,1,21,0,46,46
1438,1,1,11,14,1,1,21,0,46,46
1439,1,1,11,14,1,1,21,0,46,46
1440,1,1,11,14,1,1,21,0,46,46
1441,1,1,11,14,1,1,21,0,46,46
1442,1,1,11,14,1,1,21,0,46,46
1443,1,1,11,14,1,1,21,0,46,46
1444,1,1,11,14,1,1,21,0,46,46
1445,1,1,11,14,1,1,21,0,46,46
1446,1,1,11,14,1,1,21,0,46,46
1447,1,1,11,14,1,1,21,0,46,46
1448,1,1,11,14,1,1,21,0,46,46
1449,1,1,11,14,1,1,21,0,46,46
1450,1,1,11,14,1,1,21,0,46,46
1451,1,1,11,14,1,1,21,0,46,46
1452,1,1,11,14,1,1,21,0,46,46
1453,1,1,11,14,1,1,21,0,46,46
1454,1,1,11,14,1,1,21,0,46,46
1455,1,1,11,14,1,1,21,0,46,46
1456,1,1,11,14,1,1,21,0,46,46
1457,1,1,11,14,1,1,21,0,46,46
1458,1,1,11,14,1,1,21,0,46,46
1459,1,1,11,14,1,1,21,0,46,46
1460,1,1,11,14,1,1,21,0,46,46
1461,1,1,11,14,1,1,21,0,46,46
1462,1,1,11,14,1,1,21,0,46,46
1463,1,1,12,13,1,1,21,0,46,46
1464,1,1,12,13,1,1,21,0,46,46
1465,1,1,12,13,1,1,21,0,46,46
1466,1,1,12,13,1,1,21,0,46,46
1467,1,1,12,13,1,1,21,0,46,46
1468,1,1,12,13,1,1,21,0,46,46
1469,1,1,12,13,1,1,21,0,46,46
1470,1,1,12,12,1,1,22,0,46,46
1471,1,1,12,12,1,1,22,0,46,46
1472,1,1,12,12,1,1,22,0,46,46
1473,1,1,12,12,1,1,22,0,46,46
1474,1,1,12,12,1,1,22,0,46,46
1475,0,1,12,12,2,1,22,0,46,46
1476,0,1,12,12,2,1,22,0,46,46
1477,0,1,12,12,2,1,22,0,46,46
1478,0,1,12,12,2,1,22,0,46,46
1479,0,1,12,12,2,1,22,0,46,46
1480,0,1,12,12,2,1,22,0,46,46
1481,0,1,12,12,2,1,22,0,46,46
1482,0,1,12,12,2,1,22,0,46,46
1483,0,1,12,12,2,1,22,0,46,46
1484,0,1,12,12,2,1,22,0,46,46
1485,0,1,12,12,2,1,22,0,46,46
1486,0,1,12,12,2,1,22,0,46,46
1487,0,1,12,12,2,1,22,0,46,46
1488,0,1,12,12,2,1,22,0,46,46
1489,0,1,12,12,2,1,22,0,46,46
1490,0,1,12,12,2,1,22,0,46,46
1491,0,1,12,12,2,1,22,0,46,46
1492,0,1,12,12,2,1,22,0,46,46
1493,0,1,12,12,2,1,22,0,46,46
1494,0,1,12,12,2,1,22,0,46,46
1495,0,1,12,12,2,1,22,0,46,46
1496,0,1,12,12,2,1,22,0,46,46
1497,0,1,12,12,2,1,22,0,46,46
1498,0,0,13,12,2,1,22,0,46,46
1499,0,0,13,12,2,1,22,0,46,46
1500,0,0,13,12,2,1,22,0,46,46
1501,0,0,13,12,2,1,22,0,46,46
1502,0,0,13,12,2,1,22,0,46,46
1503,0,0,13,12,2,1,22,0,46,46
1504,0,0,13,12,2,1,22,0,46,46
1505,0,0,14,11,2,1,22,0,46,46
1506,0,0,14,11,2,1,22,0,46,46
1507,0,0,14,11,2,1,22,0,46,46
1508,0,0,14,11,2,1,22,0,46,46
1509,0,0,14,11,2,1,22,0,46,46
1510,0,0,14,11,2,1,22,0,46,46
1511,0,0,14,11,2,1,22,0,46,46
1512,0,0,14,11,2,1,22,0,46,46
1513,0,0,14,11,2,1,22,0,46,46
1514,0,0,14,11,2,1,22,0,46,46
1515,0,0,14,11,2,1,22,0,46,46
1516,0,0,14,11,2,1,22,0,46,46
1517,0,0,14,11,2,1,22,0,46,46
1518,0,0,14,11,2,1,22,0,46,46
1519,0,0,14,11,2,1,22,0,46,46
1520,0,0,13,12,2,1,22,0,46,46
1521,0,0,13,12,2,1,22,0,46,46
1522,0,0,13,12,2,1,22,0,46,46
1523,0,0,13,12,2,1,22,0,46,46
1524,0,0,13,12,2,1,22,0,46,46
1525,0,0,13,12,2,1,22,0,46,46
1526,0,0,13,12,2,1,22,0,46,46
1527,0,0,13,12,2,1,22,0,46,46
1528,0,0,14,12,1,1,22,0,46,46
1529,0,0,14,12,1,1,22,0,46,46
1530,0,0,14,11,1,1,23,0,46,46
1531,0,0,14,11,1,1,23,0,46,46
1532,0,0,14,11,1,1,23,0,46,46
1533,0,0,15,10,1,1,23,0,46,46
1534,0,0,15,10,1,1,23,0,46,46
1535,0,0,15,10,1,1,23,0,46,46
1536,0,0,15,10,1,1,23,0,46,46
1537,0,0,15,10,1,1,23,0,46,46
1538,0,0,16,9,1,1,23,0,46,46
1539,0,0,16,9,1,1,23,0,46,46
1540,0,0,16,9,1,1,23,0,46,46
1541,0,0,16,9,1,1,23,0,46,46
1542,0,0,16,9,1,1,23,0,46,46
1543,0,0,16,9,1,1,23,0,46,46
1544,0,0,16,9,1,1,23,0,46,46
1545,0,0,16,9,1,1,23,0,46,46
1546,0,0,16,9,1,1,23,0,46,46
1547,0,0,16,9,1,1,23,0,46,46
1548,0,0,16,9,1,1,23,0,46,46
1549,0,0,16,9,1,1,23,0,46,46
1550,0,0,16,9,1,1,23,0,46,46
1551,0,0,16,9,1,1,23,0,46,46
1552,0,0,16,9,1,1,23,0,46,46
1553,0,0,16,9,1,1,23,0,46,46
1554,0,0,16,9,1,1,23,0,46,46
1555,0,0,16,9,1,1,23,1,46,46
1556,0,0,16,9,1,1,23,1,46,46
1557,0,0,16,9,1,1,23,1,46,46
1558,0,0,16,9,1,1,23,1,46,46
1559,0,0,16,9,1,1,23,1,46,46
1560,0,0,16,9,1,1,23,0,47,47
1561,0,0,16,9,1,1,23,0,47,47
1562,0,0,16,9,1,1,23,0,47,47
1563,0,0,16,9,1,1,23,0,47,47
1564,0,0,16,9,1,1,23,0,47,47
1565,0,0,16,9,1,1,23,0,47,47
1566,0,0,16,9,1,1,23,0,47,47
1567,0,0,16,9,1,1,23,0,47,47
1568,0,0,16,9,1,1,23,0,47,47
1569,0,0,16,9,1,1,23,0,47,47
1570,0,0,16,9,1,1,23,1,47,47
1571,0,0,16,9,1,1,23,1,47,47
1572,0,0,16,9,1,1,23,1,47,47
1573,0,0,16,9,1,1,23,1,47,47
1574,0,0,16,9,1,1,23,1,47,47
1575,0,0,16,9,1,1,23,0,48,48
1576,0,0,16,9,1,1,23,0,48,48
1577,0,0,16,9,1,1,23,0,48,48
1578,0,0,16,9,1,1,23,0,48,48
1579,0,0,16,9,1,1,23,0,48,48
1580,0,0,16,9,1,1,23,0,48,48
1581,0,0,16,9,1,1,23,0,48,48
1582,0,0,16,9,1,1,23,0,48,48
1583,0,0,16,9,1,1,23,0,48,48
1584,0,0,16,9,1,1,23,0,48,48
1585,0,0,16,9,1,1,23,0,48,48
1586,0,0,16,9,1,1,23,0,48,48
1587,0,0,16,9,1,1,23,0,48,48
1588,0,0,16,9,1,1,23,0,48,48
1589,0,0,16,9,1,1,23,0,48,48
1590,0,0,16,9,1,1,23,0,48,48
1591,0,0,16,9,1,1,23,0,48,48
1592,0,0,16,9,1,1,23,0,48,48
1593,0,0,16,9,1,1,23,0,48,48
1594,0,0,16,8,1,1,24,0,48,48
1595,0,0,16,8,1,1,24,0,48,48
1596,0,0,16,8,1,1,24,0,48,48
1597,0,0,15,8,1,1,24,0,47,47
1598,0,0,15,8,1,1,24,0,47,47
1599,0,0,16,6,1,1,25,0,47,47
1600,0,0,16,6,1,1,25,0,47,47
1601,0,0,16,6,1,1,25,0,47,47
1602,0,0,16,6,1,1,25,0,47,47
1603,0,0,16,6,1,1,25,0,47,47
1604,0,0,16,6,1,1,25,0,47,47
1605,0,0,16,6,1,1,25,0,47,47
1606,0,0,16,6,1,1,25,0,47,47
1607,0,0,16,6,1,1,25,0,47,47
1608,0,0,16,6,1,1,25,0,47,47
1609,0,0,16,6,1,1,25,0,47,47
1610,0,0,16,6,1,1,25,0,47,47
1611,0,0,16,6,1,1,25,0,47,47
1612,0,0,16,6,1,1,25,0,47,47
1613,0,0,16,6,1,1,25,0,47,47
1614,0,0,15,6,1,1,25,0,46,46
1615,0,0,15,6,1,1,25,0,46,46
1616,0,0,15,6,0,1,26,0,46,46
1617,0,0,15,6,0,1,26,0,46,46
1618,0,0,15,6,0,1,26,0,46,46
1619,0,0,15,6,0,1,26,0,46,46
1620,0,0,15,6,0,1,26,0,46,46
1621,0,0,15,6,0,1,26,0,46,46
1622,0,0,15,6,0,1,26,0,46,46
1623,0,0,15,6,0,1,26,0,46,46
1624,0,0,15,6,0,1,26,0,46,46
1625,0,0,15,6,0,1,26,0,46,46
1626,0,0,15,6,0,1,26,0,46,46
1627,0,0,15,6,0,1,26,0,46,46
1628,0,0,15,6,0,1,26,0,46,46
1629,0,0,15,6,0,1,26,0,46,46
1630,0,0,15,6,0,1,26,0,46,46
1631,0,0,15,6,0,1,26,0,46,46
1632,0,0,15,6,0,1,26,0,46,46
1633,0,0,15,6,0,1,26,0,46,46
1634,0,0,15,6,0,1,26,0,46,46
1635,0,0,15,6,0,1,26,0,46,46
1636,0,0,15,6,0,1,26,0,46,46
1637,0,0,15,6,0,1,26,0,46,46
1638,0,0,15,6,0,1,26,0,46,46
1639,0,0,15,6,0,1,26,0,46,46
1640,0,0,15,6,0,1,26,0,46,46
1641,0,0,15,6,0,1,26,0,46,46
1642,0,0,15,6,0,1,26,0,46,46
1643,0,0,15,6,0,1,26,0,46,46
1644,0,0,15,6,0,1,26,0,46,46
1645,0,0,15,6,0,1,26,0,46,46
1646,0,0,15,6,0,1,26,0,46,46
1647,0,0,15,6,0,1,26,0,46,46
1648,0,0,15,6,0,1,26,0,46,46
1649,0,0,15,6,0,1,26,0,46,46
1650,0,0,15,6,0,1,26,0,46,46
1651,0,0,14,7,0,1,26,0,46,46
1652,0,0,14,7,0,1,26,0,46,46
1653,0,0,14,7,0,1,26,0,46,46
1654,0,0,14,7,0,1,26,0,46,46
1655,0,0,13,8,0,1,26,0,46,46
1656,0,0,13,8,0,1,26,0,46,46
1657,0,0,13,8,0,1,26,0,46,46
1658,0,0,13,8,0,1,26,0,46,46
1659,0,0,13,8,0,1,26,0,46,46
1660,0,0,13,8,0,1,26,0,46,46
1661,0,0,13,8,0,1,26,0,46,46
1662,0,0,13,8,0,1,26,0,46,46
1663,0,0,13,8,0,1,26,0,46,46
1664,0,0,13,8,0,1,26,0,46,46
1665,0,0,13,8,0,1,26,0,46,46
1666,0,0,13,8,0,1,26,0,46,46
1667,0,0,13,8,0,1,26,0,46,46
1668,0,0,13,8,0,1,26,0,46,46
1669,0,0,13,8,0,1,26,0,46,46
1670,0,0,13,8,0,1,26,0,46,46
1671,0,0,13,8,0,1,26,0,46,46
1672,0,0,13,8,0,1,26,0,46,46
1673,0,0,13,8,0,1,26,0,46,46
1674,0,0,13,8,0,1,26,0,46,46
1675,0,0,13,8,0,1,26,0,46,46
1676,0,0,13,8,0,1,26,0,46,46
1677,0,0,13,8,0,1,26,0,46,46
1678,0,0,13,8,0,1,26,0,46,46
1679,0,0,14,7,0,1,26,0,46,46
1680,0,0,14,7,0,1,26,0,46,46
1681,0,0,14,7,0,1,26,0,46,46
1682,0,0,14,7,0,1,26,0,46,46
1683,0,0,14,7,0,1,26,0,46,46
1684,0,0,14,7,0,1,26,0,46,46
1685,0,0,14,7,0,1,26,0,46,46
1686,0,0,14,7,0,1,26,0,46,46
1687,0,0,14,6,0,1,27,0,46,46
1688,0,0,14,6,0,1,27,0,46,46
1689,0,0,14,6,0,1,27,0,46,46
1690,0,0,14,6,0,1,27,0,46,46
1691,0,0,14,6,0,1,27,0,46,46
1692,0,0,14,5,0,1,28,0,46,46
1693,0,0,14,5,0,1,28,0,46,46
1694,0,0,14,5,0,1,28,0,46,46
1695,0,0,14,5,0,1,28,0,46,46
1696,0,0,14,5,0,1,28,0,46,46
1697,0,0,14,5,0,1,28,0,46,46
1698,0,0,14,5,0,1,28,0,46,46
1699,0,0,14,5,0,1,28,0,46,46
1700,0,0,14,5,0,1,28,0,46,46
1701,0,0,14,5,0,1,28,0,46,46
1702,0,0,14,5,0,1,28,0,46,46
1703,0,0,14,5,0,1,28,1,46,46
1704,0,0,14,5,0,1,28,1,46,46
1705,0,0,13,6,0,1,28,1,46,46
1706,0,0,13,6,0,1,28,1,46,46
1707,0,0,13,6,0,1,28,1,46,46
1708,0,0,13,6,0,1,28,0,47,47
1709,0,0,13,6,0,1,28,0,47,47
1710,0,0,13,6,0,1,28,0,47,47
1711,0,0,13,6,0,1,28,0,47,47
1712,0,0,13,6,0,1,28,0,47,47
1713,0,0,13,6,0,1,28,0,47,47
1714,0,0,13,6,0,1,28,0,47,47
1715,0,0,13,6,0,1,28,0,47,47
1716,0,0,13,6,0,1,28,0,47,47
1717,0,0,13,6,0,1,28,0,47,47
1718,0,0,13,6,0,1,28,0,47,47
1719,0,0,13,6,0,1,28,0,47,47
1720,0,0,13,6,0,1,28,0,47,47
1721,0,0,13,6,0,1,28,0,47,47
1722,0,0,13,6,0,1,28,0,47,47
1723,0,0,13,6,0,1,28,0,47,47
1724,0,0,13,6,0,1,28,0,47,47
1725,0,0,13,6,0,1,28,0,47,47
1726,0,0,13,6,0,1,28,0,47,47
1727,0,0,13,6,0,1,28,0,47,47
1728,0,0,13,6,0,1,28,0,47,47
1729,0,0,13,6,0,1,28,0,47,47
1730,0,0,13,6,0,1,28,0,47,47
1731,0,0,13,6,0,1,28,0,47,47
1732,0,0,13,6,0,1,28,0,47,47
1733,0,0,13,6,0,1,28,0,47,47
1734,0,0,13,6,0,1,28,0,47,47
1735,0,0,13,6,0,1,28,0,47,47
1736,0,0,13,6,0,1,28,0,47,47
1737,0,0,13,6,0,1,28,0,47,47
1738,0,0,13,6,0,1,28,0,47,47
1739,0,0,13,6,0,1,28,0,47,47
1740,0,0,12,7,0,1,28,0,47,47
1741,0,0,12,7,0,1,28,0,47,47
1742,0,0,12,7,0,1,28,0,47,47
1743,0,0,12,7,0,1,28,0,47,47
1744,0,0,12,7,0,1,28,0,47,47
1745,0,0,12,7,0,1,28,0,47,47
1746,0,0,12,7,0,1,28,0,47,47
1747,0,0,12,7,0,1,28,0,47,47
1748,0,0,12,7,0,1,28,0,47,47
1749,0,0,12,7,0,1,28,0,47,47
1750,0,0,12,7,0,1,28,0,47,47
1751,0,0,12,7,0,1,28,0,47,47
1752,0,0,12,7,0,1,28,0,47,47
1753,0,0,12,7,0,1,28,0,47,47
1754,0,0,12,7,0,1,28,0,47,47
1755,0,0,12,7,0,1,28,0,47,47
1756,0,0,12,7,0,1,28,0,47,47
1757,0,0,12,7,0,1,28,0,47,47
1758,0,0,12,7,0,1,28,0,47,47
1759,0,0,12,7,0,1,28,0,47,47
1760,0,0,12,7,0,1,28,0,47,47
1761,0,0,12,7,0,1,28,0,47,47
1762,0,0,12,7,0,1,28,0,47,47
1763,0,0,12,7,0,1,28,0,47,47
1764,0,0,12,7,0,1,28,0,47,47
1765,0,0,12,7,0,1,28,0,47,47
1766,0,0,13,6,0,1,28,0,47,47
1767,0,0,13,6,0,1,28,0,47,47
1768,0,0,13,6,0,1,28,0,47,47
1769,0,0,13,6,0,1,28,0,47,47
1770,0,0,13,6,0,1,28,0,47,47
1771,0,0,13,5,0,1,29,0,47,47
1772,0,0,13,5,0,1,29,0,47,47
1773,0,0,13,5,0,1,29,0,47,47
1774,0,0,13,5,0,1,29,0,47,47
1775,0,0,13,5,0,1,29,0,47,47
1776,0,0,13,5,0,1,29,0,47,47
1777,0,0,13,5,0,1,29,0,47,47
1778,0,0,13,5,0,1,29,0,47,47
1779,0,0,13,5,0,1,29,0,47,47
1780,0,0,13,5,0,1,29,0,47,47
1781,0,0,13,5,0,1,29,0,47,47
1782,0,0,13,5,0,1,29,0,47,47
1783,0,0,12,6,0,1,29,0,47,47
1784,0,0,12,6,0,1,29,0,47,47
1785,0,0,12,6,0,1,29,0,47,47
1786,0,0,12,6,0,1,29,0,47,47
1787,0,0,12,6,0,1,29,0,47,47
1788,0,0,12,6,0,1,29,0,47,47
1789,0,0,12,6,0,1,29,0,47,47
1790,0,0,12,6,0,1,29,0,47,47
1791,0,0,11,7,0,1,29,0,47,47
1792,0,0,11,7,0,1,29,0,47,47
1793,0,0,12,6,0,1,29,0,47,47
1794,0,0,12,6,0,1,29,0,47,47
1795,0,0,12,6,0,1,29,0,47,47
1796,0,0,12,6,0,1,29,0,47,47
1797,0,0,12,6,0,1,29,0,47,47
1798,0,0,12,6,0,1,29,0,47,47
1799,0,0,12,6,0,1,29,0,47,47
1800,0,0,12,6,0,1,29,0,47,47
1801,0,0,12,6,0,1,29,0,47,47
1802,0,0,12,6,0,1,29,0,47,47
1803,0,0,12,6,0,1,29,0,47,47
1804,0,0,12,6,0,1,29,0,47,47
1805,0,0,12,6,0,1,29,0,47,47
1806,0,0,12,6,0,1,29,0,47,47
1807,0,0,12,6,0,1,29,0,47,47
1808,0,0,12,6,0,1,29,0,47,47
1809,0,0,12,6,0,1,29,0,47,47
1810,0,0,12,6,0,1,29,0,47,47
1811,0,0,12,6,0,1,29,0,47,47
1812,0,0,12,6,0,1,29,0,47,47
1813,0,0,12,6,0,1,29,0,47,47
1814,0,0,12,6,0,1,29,0,47,47
1815,0,0,12,6,0,1,29,0,47,47
1816,0,0,13,5,0,1,29,0,47,47
1817,0,0,13,5,0,1,29,0,47,47
1818,0,0,13,5,0,1,29,0,47,47
1819,0,0,13,5,0,1,29,0,47,47
1820,0,0,13,5,0,1,29,0,47,47
1821,0,0,13,5,0,1,29,0,47,47
1822,0,0,13,5,0,1,29,0,47,47
1823,0,0,13,5,0,1,29,0,47,47
1824,0,0,13,5,0,1,29,0,47,47
1825,0,0,13,5,0,1,29,0,47,47
1826,0,0,13,5,0,1,29,0,47,47
1827,0,0,13,5,0,1,29,0,47,47
1828,0,0,13,5,0,1,29,0,47,47
1829,0,0,13,5,0,1,29,0,47,47
1830,0,0,13,5,0,1,29,0,47,47
1831,0,0,12,5,0,1,29,0,46,46
1832,0,0,12,5,0,1,29,0,46,46
1833,0,0,12,5,0,1,29,0,46,46
1834,0,0,12,5,0,1,29,0,46,46
1835,0,0,12,5,0,1,29,0,46,46
1836,0,0,12,5,0,1,29,0,46,46
