step,infected_sensitive_status,susceptible_status,infected_resistant_status,recoveries_r_status,recoveries_s_status,carrier_is_status,carrier_ir_status,treatments_treatment,finished_treatment,post_treatment_treatment
612,6,28,14,2,4,0,3,0,26,26
613,6,28,14,2,4,0,3,0,26,26
614,6,28,13,3,4,0,3,0,26,26
615,6,28,13,3,4,0,3,0,26,26
616,6,28,13,3,4,0,3,0,26,26
617,6,28,13,3,3,1,3,0,26,26
618,6,28,13,3,3,1,3,0,26,26
619,6,28,12,4,3,1,3,0,26,26
620,6,28,12,4,3,1,3,0,26,26
621,6,28,13,4,2,1,3,0,26,26
622,6,28,13,4,2,1,3,0,26,26
623,6,28,13,4,2,1,3,0,26,26
624,6,27,14,4,2,1,3,0,26,26
625,6,27,14,4,2,1,3,0,26,26
626,6,27,14,4,2,1,3,0,26,26
627,6,27,14,4,2,1,3,0,26,26
628,6,27,13,5,2,1,3,0,26,26
629,6,27,13,5,2,1,3,0,26,26
630,6,27,13,5,2,1,3,0,26,26
631,6,27,13,5,2,1,3,0,26,26
632,6,26,14,5,2,1,3,1,26,26
633,6,26,14,5,2,1,3,1,26,26
634,6,26,14,5,2,1,3,1,26,26
635,6,25,15,5,2,1,3,1,26,26
636,6,25,15,5,2,1,3,1,26,26
637,6,25,15,5,2,1,3,0,27,27
638,6,25,15,5,2,1,3,0,27,27
639,6,25,15,5,2,1,3,1,27,27
640,6,25,15,5,2,1,3,1,27,27
641,6,25,15,5,2,1,3,1,27,27
642,6,25,15,5,2,1,3,1,27,27
643,6,25,15,5,2,1,3,1,27,27
644,6,25,15,5,2,1,3,0,28,28
645,6,25,15,5,2,1,3,0,28,28
646,6,25,15,5,2,1,3,0,28,28
647,6,25,15,5,2,1,3,0,28,28
648,6,25,15,5,2,1,3,0,28,28
649,6,25,15,5,2,1,3,0,28,28
650,6,24,16,5,2,1,3,0,28,28
651,6,24,16,5,2,1,3,0,28,28
652,6,24,16,5,2,1,3,0,28,28
653,6,24,16,5,2,1,3,0,28,28
654,6,24,16,5,2,1,3,0,28,28
655,6,24,16,5,2,1,3,0,28,28
656,6,24,16,5,2,1,3,0,28,28
657,6,24,16,5,2,1,3,0,28,28
658,6,24,16,5,2,1,3,0,28,28
659,6,24,16,5,2,1,3,0,28,28
660,6,24,16,5,2,1,3,0,28,28
661,6,24,16,5,1,1,4,0,28,28
662,6,24,16,5,1,1,4,0,28,28
663,6,24,16,5,1,1,4,0,28,28
664,6,24,16,5,1,1,4,0,28,28
665,6,24,16,5,1,1,4,0,28,28
666,6,24,16,5,1,1,4,0,28,28
667,6,24,16,5,1,1,4,1,28,28
668,6,24,16,5,1,1,4,1,28,28
669,6,24,16,5,1,1,4,1,28,28
670,6,24,16,5,1,1,4,1,28,28
671,6,24,16,5,1,1,4,1,28,28
672,6,24,16,5,1,1,4,0,29,29
673,6,23,17,5,1,1,4,0,29,29
674,6,23,17,5,1,1,4,0,29,29
675,6,23,17,5,1,1,4,0,29,29
676,6,23,17,4,1,1,5,0,29,29
677,6,23,17,4,1,1,5,0,29,29
678,6,23,17,4,1,1,5,0,29,29
679,6,23,17,4,1,1,5,0,29,29
680,6,23,17,4,1,1,5,0,29,29
681,6,23,17,4,1,1,5,0,29,29
682,6,23,17,4,1,1,5,0,29,29
683,6,23,17,4,1,1,5,1,29,29
684,6,23,16,5,1,1,5,1,29,29
685,6,23,16,5,1,1,5,1,29,29
686,6,23,16,5,1,1,5,1,29,29
687,6,23,16,5,1,1,5,1,29,29
688,6,23,16,5,1,1,5,0,30,30
689,6,23,15,6,1,1,5,0,30,30
690,6,23,15,6,1,1,5,0,30,30
691,6,23,15,6,1,1,5,0,30,30
692,6,23,15,6,1,1,5,0,30,30
693,6,23,14,7,1,1,5,0,30,30
694,5,23,14,7,1,1,5,0,29,29
695,5,23,14,7,1,1,5,0,29,29
696,5,23,14,7,1,1,5,0,29,29
697,5,23,14,7,1,1,5,0,29,29
698,5,23,14,7,1,1,5,0,29,29
699,5,23,14,7,1,1,5,0,29,29
700,5,23,14,7,1,1,5,0,29,29
701,5,22,15,7,1,1,5,0,29,29
702,5,22,15,7,1,1,5,0,29,29
703,5,22,15,7,1,1,5,0,29,29
704,5,22,15,7,1,1,5,0,29,29
705,5,22,15,7,1,1,5,0,29,29
706,5,22,15,7,1,1,5,0,29,29
707,5,22,15,7,1,1,5,0,29,29
708,5,22,15,7,1,1,5,0,29,29
709,5,22,15,7,1,1,5,0,29,29
710,5,22,15,7,1,1,5,0,29,29
711,5,22,15,7,1,1,5,0,29,29
712,4,22,15,7,2,1,5,0,29,29
713,4,22,15,7,2,1,5,0,29,29
714,4,22,15,7,2,1,5,0,29,29
715,4,22,15,7,1,1,6,0,29,29
716,4,22,15,7,1,1,6,0,29,29
717,4,22,15,7,1,1,6,0,29,29
718,4,22,15,7,1,1,6,0,29,29
719,4,22,15,7,1,1,6,0,29,29
720,4,22,15,7,1,1,6,0,29,29
721,4,22,15,7,1,1,6,0,29,29
722,4,22,15,7,1,1,6,0,29,29
723,4,22,15,7,1,1,6,0,29,29
724,4,22,15,7,1,1,6,0,29,29
725,4,22,15,7,1,1,6,0,29,29
726,4,22,15,7,1,1,6,0,29,29
727,4,22,15,7,1,1,6,0,29,29
728,4,22,15,7,1,1,6,0,29,29
729,4,22,15,7,1,1,6,0,29,29
730,4,22,15,7,1,1,6,0,29,29
731,4,22,15,7,1,1,6,0,29,29
732,4,22,15,7,1,1,6,0,29,29
733,4,22,15,7,1,1,6,0,29,29
734,4,22,15,7,1,1,6,0,29,29
735,4,21,16,7,1,1,6,0,29,29
736,4,21,15,8,1,1,6,0,29,29
737,4,21,15,8,1,1,6,0,29,29
738,4,21,15,8,1,1,6,0,29,29
739,4,21,15,8,1,1,6,0,29,29
740,4,21,15,8,1,1,6,0,29,29
741,4,21,15,8,1,1,6,0,29,29
742,4,21,15,8,1,1,6,0,29,29
743,4,20,16,8,1,1,6,0,29,29
744,4,19,17,8,1,1,6,0,29,29
745,4,19,17,8,1,1,6,0,29,29
746,4,18,18,8,1,1,6,0,29,29
747,4,18,18,8,1,1,6,0,29,29
748,4,18,18,8,1,1,6,0,29,29
749,4,18,18,8,1,1,6,0,29,29
750,4,18,18,8,1,1,6,0,29,29
751,4,18,18,8,1,1,6,0,29,29
752,4,18,18,8,1,1,6,0,29,29
753,4,18,18,8,1,1,6,0,29,29
754,4,18,18,8,1,1,6,0,29,29
755,4,18,18,8,1,1,6,0,29,29
756,4,18,18,8,1,1,6,0,29,29
757,4,18,18,8,1,1,6,0,29,29
758,4,18,18,8,1,1,6,0,29,29
759,4,18,18,8,1,1,6,0,29,29
760,4,18,18,8,1,1,6,0,29,29
761,4,18,18,8,1,1,6,0,29,29
762,4,18,18,8,1,1,6,0,29,29
763,4,18,18,8,1,1,6,0,29,29
764,4,18,18,8,1,1,6,0,29,29
765,4,18,18,8,1,1,6,0,29,29
766,4,18,18,8,1,1,6,0,29,29
767,4,17,19,8,1,1,6,0,29,29
768,4,17,19,8,1,1,6,0,29,29
769,4,17,19,8,1,1,6,0,29,29
770,4,17,19,8,1,1,6,0,29,29
771,4,17,20,7,1,1,6,1,29,29
772,4,17,20,7,1,1,6,1,29,29
773,4,17,20,7,1,1,6,1,29,29
774,4,17,20,7,1,1,6,2,29,29
775,4,17,20,7,1,1,6,2,29,29
776,4,17,20,7,1,1,6,1,30,30
777,4,17,20,7,1,1,6,1,30,30
778,4,17,20,7,1,1,6,1,30,30
779,4,17,20,7,1,1,6,0,31,31
780,4,17,20,7,1,1,6,0,31,31
781,4,17,20,7,1,1,6,0,31,31
782,4,17,20,7,1,1,6,0,31,31
783,4,17,20,7,1,1,6,0,31,31
784,4,17,20,7,1,1,6,0,31,31
785,4,17,20,7,1,1,6,0,31,31
786,4,17,20,7,1,1,6,0,31,31
787,4,17,20,7,1,1,6,0,31,31
788,4,17,20,7,1,1,6,0,31,31
789,4,17,20,7,1,1,6,0,31,31
790,4,17,20,7,1,1,6,0,31,31
791,4,17,20,7,1,1,6,0,31,31
792,4,17,20,7,1,1,6,0,31,31
793,4,17,20,7,1,1,6,0,31,31
794,4,17,20,7,1,1,6,1,31,31
795,4,17,20,7,1,1,6,2,31,31
796,4,17,20,7,1,1,6,2,31,31
797,4,16,21,7,1,1,6,2,31,31
798,4,15,22,7,1,1,6,2,31,31
799,4,15,22,7,1,1,6,1,32,32
800,4,15,22,7,1,1,6,0,33,33
801,4,15,22,7,1,1,6,1,33,33
802,4,15,22,7,1,1,6,1,33,33
803,4,15,22,7,1,1,6,1,33,33
804,4,15,22,7,1,1,6,1,33,33
805,4,15,22,7,1,1,6,1,33,33
806,4,15,22,7,1,1,6,0,34,34
807,4,15,22,7,1,1,6,0,34,34
808,4,15,22,7,1,1,6,0,34,34
809,4,15,22,7,1,1,6,1,34,34
810,4,15,22,7,1,1,6,1,34,34
811,4,15,22,7,1,1,6,1,34,34
812,4,14,23,7,1,1,6,1,34,34
813,4,14,23,7,1,1,6,1,34,34
814,4,14,23,7,1,1,6,0,35,35
815,4,14,23,7,1,1,6,0,35,35
816,4,14,23,7,1,1,6,0,35,35
817,4,14,23,7,1,1,6,0,35,35
818,4,14,23,7,1,1,6,0,35,35
819,4,14,23,7,1,1,6,1,35,35
820,4,14,23,7,1,1,6,1,35,35
821,4,14,23,7,1,1,6,1,35,35
822,4,14,23,7,1,1,6,1,35,35
823,4,14,23,7,1,1,6,1,35,35
824,4,14,23,7,1,1,6,0,36,36
825,4,14,23,7,1,1,6,0,36,36
826,4,14,23,7,1,1,6,0,36,36
827,4,14,23,7,1,1,6,0,36,36
828,4,14,23,7,1,1,6,0,36,36
829,4,14,23,7,1,1,6,0,36,36
830,4,14,23,7,1,1,6,0,36,36
831,4,13,24,7,1,1,6,0,36,36
832,4,13,24,7,1,1,6,0,36,36
833,4,13,24,7,1,1,6,0,36,36
834,4,13,24,7,1,1,6,0,36,36
835,4,13,24,7,1,1,6,0,36,36
836,4,13,24,7,1,1,6,0,36,36
837,4,13,24,7,1,1,6,0,36,36
838,4,13,24,7,1,1,6,0,36,36
839,4,13,24,7,1,1,6,0,36,36
840,4,13,24,7,1,1,6,0,36,36
841,4,13,24,7,1,1,6,0,36,36
842,4,13,24,7,1,1,6,0,36,36
843,4,13,24,7,1,1,6,0,36,36
844,4,13,24,7,1,1,6,0,36,36
845,4,13,24,7,1,1,6,0,36,36
846,4,13,24,7,1,1,6,0,36,36
847,4,13,23,8,1,1,6,0,36,36
848,4,13,23,8,1,1,6,0,36,36
849,4,13,23,8,1,1,6,0,36,36
850,4,13,23,8,1,1,6,1,36,36
851,4,13,23,8,1,1,6,1,36,36
852,4,13,23,8,1,1,6,1,36,36
853,4,13,23,8,1,1,6,1,36,36
854,4,13,23,8,1,1,6,1,36,36
855,4,13,23,8,1,1,6,0,37,37
856,4,13,23,8,1,1,6,0,37,37
857,4,13,23,8,1,1,6,0,37,37
858,4,13,23,8,1,1,6,0,37,37
859,4,13,23,8,1,1,6,0,37,37
860,4,12,24,8,1,1,6,0,37,37
861,4,12,24,8,1,1,6,0,37,37
862,4,12,24,8,1,1,6,0,37,37
863,4,12,24,8,1,1,6,0,37,37
864,4,11,25,8,1,1,6,0,37,37
865,4,11,25,8,1,1,6,0,37,37
866,4,11,25,8,1,1,6,0,37,37
867,4,11,25,8,1,1,6,0,37,37
868,4,11,25,8,1,1,6,0,37,37
869,4,11,25,8,1,1,6,0,37,37
870,4,11,25,8,1,1,6,0,37,37
871,4,11,25,8,1,1,6,0,37,37
872,4,11,25,8,1,1,6,0,37,37
873,4,11,25,8,1,1,6,0,37,37
874,4,10,26,8,1,1,6,1,37,37
875,4,9,27,8,1,1,6,1,37,37
876,4,9,27,8,1,1,6,1,37,37
877,4,9,27,8,1,1,6,1,37,37
878,4,9,27,8,1,1,6,1,37,37
879,4,9,27,8,1,1,6,1,38,38
880,4,9,27,8,1,1,6,1,38,38
881,4,9,27,8,1,1,6,2,38,38
882,4,9,27,8,1,1,6,2,38,38
883,4,9,27,8,1,1,6,2,38,38
884,4,9,27,8,1,1,6,1,39,39
885,4,9,27,8,1,1,6,1,39,39
886,4,9,27,8,1,1,6,0,40,40
887,4,9,27,8,1,1,6,0,40,40
888,4,9,27,8,1,1,6,0,40,40
889,4,9,27,8,1,1,6,0,40,40
890,4,9,26,9,1,1,6,0,40,40
891,4,9,26,9,1,1,6,0,40,40
892,4,9,26,9,1,1,6,0,40,40
893,4,9,26,9,1,1,6,0,40,40
894,4,9,26,9,1,1,6,0,40,40
895,4,9,26,9,1,1,6,0,40,40
896,4,9,26,9,1,1,6,0,40,40
897,4,9,26,9,1,1,6,0,40,40
898,4,9,26,9,1,1,6,0,40,40
899,4,9,26,9,1,1,6,0,40,40
900,4,9,26,9,1,1,6,0,40,40
901,4,9,26,9,1,1,6,0,40,40
902,4,9,26,9,1,1,6,0,40,40
903,4,8,27,9,1,1,6,0,40,40
904,4,8,27,9,1,1,6,0,40,40
905,4,8,27,9,1,1,6,0,40,40
906,4,8,27,9,1,1,6,0,40,40
907,4,8,27,9,1,1,6,0,40,40
908,4,8,27,9,1,1,6,0,40,40
909,4,8,27,9,1,1,6,0,40,40
910,4,8,27,9,1,1,6,0,40,40
911,4,8,27,9,1,1,6,1,40,40
912,4,8,27,9,1,1,6,1,40,40
913,4,8,27,9,1,1,6,1,40,40
914,4,8,27,9,1,1,6,1,40,40
915,4,8,27,9,1,1,6,1,40,40
916,4,8,27,9,1,1,6,0,41,41
917,4,8,27,9,1,1,6,0,41,41
918,4,8,27,9,1,1,6,0,41,41
919,4,8,27,9,1,1,6,0,41,41
920,4,8,27,9,1,1,6,0,41,41
921,4,8,27,9,1,1,6,0,41,41
922,4,8,27,9,1,1,6,0,41,41
923,4,8,27,9,1,1,6,0,41,41
924,4,8,27,9,1,1,6,0,41,41
925,4,8,27,9,1,1,6,0,41,41
926,4,8,27,9,1,1,6,0,41,41
927,4,8,27,9,1,1,6,0,41,41
928,4,8,27,9,1,1,6,0,41,41
929,4,8,27,9,1,1,6,0,41,41
930,4,8,27,9,1,1,6,0,41,41
931,4,7,28,9,1,1,6,1,41,41
932,4,7,28,9,1,1,6,1,41,41
933,4,7,28,9,1,1,6,1,41,41
934,4,6,29,9,1,1,6,1,41,41
935,4,6,29,9,1,1,6,1,41,41
936,4,6,29,9,1,1,6,0,42,42
937,4,6,29,9,1,1,6,0,42,42
938,4,6,29,9,1,1,6,0,42,42
939,4,6,29,9,1,1,6,0,42,42
940,4,6,29,9,1,1,6,0,42,42
941,4,6,29,9,1,1,6,0,42,42
942,4,6,29,9,1,1,6,0,42,42
943,4,5,30,9,1,1,6,0,42,42
944,4,5,30,9,1,1,6,0,42,42
945,4,5,30,9,1,1,6,0,42,42
946,4,5,30,9,1,1,6,0,42,42
947,4,5,30,9,1,1,6,0,42,42
948,4,5,30,9,1,1,6,0,42,42
949,4,5,30,9,1,1,6,1,42,42
950,4,5,30,9,1,1,6,1,42,42
951,4,5,30,9,1,1,6,1,42,42
952,4,5,30,9,1,1,6,1,42,42
953,4,5,30,9,1,1,6,1,42,42
954,4,5,30,9,1,1,6,0,43,43
955,4,5,30,9,1,1,6,0,43,43
956,4,5,30,9,1,1,6,0,43,43
957,4,5,30,9,1,1,6,0,43,43
958,4,5,30,9,1,1,6,0,43,43
959,4,5,30,9,1,1,6,0,43,43
960,4,5,30,9,1,1,6,0,43,43
961,4,5,30,9,1,1,6,0,43,43
962,4,5,30,9,1,1,6,0,43,43
963,4,5,30,9,1,1,6,0,43,43
964,4,5,30,9,1,1,6,0,43,43
965,4,5,30,9,1,1,6,0,43,43
966,4,5,30,9,1,1,6,0,43,43
967,4,5,29,10,1,1,6,0,43,43
968,4,5,29,10,1,1,6,0,43,43
969,4,5,29,10,1,1,6,0,43,43
970,4,5,29,10,1,1,6,0,43,43
971,4,5,29,10,1,1,6,0,43,43
972,4,5,29,10,1,1,6,0,43,43
973,4,5,29,10,1,1,6,0,43,43
974,4,5,29,10,1,1,6,0,43,43
975,4,4,30,10,1,1,6,0,43,43
976,4,4,30,10,1,1,6,0,43,43
977,4,4,30,10,1,1,6,0,43,43
978,4,4,29,11,1,1,6,0,43,43
979,4,4,29,11,1,1,6,0,43,43
980,4,4,29,11,1,1,6,0,43,43
981,4,4,29,11,1,1,6,0,43,43
982,4,4,29,11,1,1,6,0,43,43
983,4,4,29,11,1,1,6,0,43,43
984,4,4,29,11,1,1,6,0,43,43
985,4,4,29,11,1,1,6,2,43,43
986,4,4,29,11,1,1,6,2,43,43
987,4,4,29,11,1,1,6,2,43,43
988,4,4,29,11,1,1,6,2,43,43
989,4,4,29,11,1,1,6,2,43,43
990,3,4,29,11,2,1,6,0,45,45
991,3,4,29,11,2,1,6,0,45,45
992,3,4,29,11,2,1,6,0,45,45
993,3,4,29,11,2,1,6,1,45,45
994,3,4,29,11,2,1,6,1,45,45
995,3,4,29,11,2,1,6,1,45,45
996,3,4,29,11,2,1,6,1,45,45
997,3,4,29,11,2,1,6,1,45,45
998,3,4,29,11,2,1,6,0,46,46
999,3,4,29,11,2,1,6,0,46,46
1000,3,4,29,11,2,1,6,0,46,46
1001,3,4,29,11,2,1,6,1,46,46
1002,3,4,29,11,2,1,6,1,46,46
1003,3,4,29,11,2,1,6,1,46,46
1004,3,4,29,11,2,1,6,1,46,46
1005,3,4,29,11,2,1,6,1,46,46
1006,3,4,29,11,2,1,6,0,47,47
1007,3,4,29,11,2,1,6,0,47,47
1008,3,4,29,11,2,1,6,0,47,47
1009,3,4,29,11,2,1,6,0,47,47
1010,3,4,29,11,2,1,6,0,47,47
1011,3,4,29,11,2,1,6,0,47,47
1012,3,4,29,11,2,1,6,0,47,47
1013,3,4,29,11,2,1,6,0,47,47
1014,3,4,29,11,2,1,6,0,47,47
1015,3,4,29,11,2,1,6,0,47,47
1016,3,4,29,11,2,1,6,0,47,47
1017,3,4,29,11,2,1,6,0,47,47
1018,3,4,29,11,2,1,6,0,47,47
1019,3,3,30,11,2,1,6,0,47,47
1020,3,3,30,11,2,1,6,0,47,47
1021,3,3,30,11,2,1,6,0,47,47
1022,3,3,30,11,2,1,6,0,47,47
1023,3,3,30,11,2,1,6,0,47,47
1024,3,3,30,11,2,1,6,0,47,47
1025,3,3,30,11,2,1,6,0,47,47
1026,3,3,30,11,2,1,6,1,47,47
1027,3,3,29,12,2,1,6,1,47,47
1028,3,3,29,12,2,1,6,1,47,47
1029,3,3,28,13,2,1,6,1,47,47
1030,3,3,28,13,2,1,6,1,47,47
1031,3,3,27,14,2,1,6,0,48,48
1032,3,3,27,14,2,1,6,0,48,48
1033,3,3,27,14,2,1,6,0,48,48
1034,3,3,27,14,2,1,6,0,48,48
1035,3,3,27,14,2,1,6,0,48,48
1036,3,3,27,14,2,1,6,0,48,48
1037,3,3,27,14,2,1,6,0,48,48
1038,3,3,27,14,2,1,6,0,48,48
1039,3,3,27,14,2,1,6,0,48,48
1040,3,3,27,14,2,1,6,0,48,48
1041,3,3,27,14,2,1,6,0,48,48
1042,3,3,27,14,2,1,6,0,48,48
1043,3,3,27,14,2,1,6,0,48,48
1044,3,3,27,14,2,1,6,0,48,48
1045,2,3,27,14,3,1,6,0,48,48
1046,2,3,27,14,3,1,6,0,48,48
1047,2,3,27,14,3,1,6,0,48,48
1048,2,3,27,14,3,1,6,0,48,48
1049,2,3,27,14,3,1,6,0,48,48
1050,2,3,26,15,3,1,6,0,48,48
1051,2,3,26,15,3,1,6,0,48,48
1052,2,3,26,15,3,1,6,0,48,48
1053,2,3,26,15,3,1,6,0,48,48
1054,2,3,26,15,3,1,6,0,48,48
1055,2,3,26,15,3,1,6,0,48,48
1056,2,3,26,15,3,1,6,0,48,48
1057,2,3,26,15,3,1,6,0,48,48
1058,2,3,26,15,3,1,6,0,48,48
1059,2,3,26,15,3,1,6,0,48,48
1060,2,3,26,15,3,1,6,0,48,48
1061,2,3,26,15,3,1,6,0,48,48
1062,2,3,26,15,3,1,6,0,48,48
1063,2,3,26,15,3,1,6,0,48,48
1064,2,3,26,14,3,1,7,0,48,48
1065,2,3,26,14,3,1,7,0,48,48
1066,2,3,26,14,3,1,7,0,48,48
1067,2,3,26,14,3,1,7,0,48,48
1068,2,3,26,14,3,1,7,0,48,48
1069,2,3,26,14,3,1,7,0,48,48
1070,2,3,26,14,3,1,7,0,48,48
1071,2,3,26,14,3,1,7,0,48,48
1072,2,3,26,14,3,1,7,0,48,48
1073,2,3,26,14,3,1,7,0,48,48
1074,2,3,26,14,3,1,7,0,48,48
1075,2,3,26,14,3,1,7,0,48,48
1076,2,3,26,14,3,1,7,0,48,48
1077,2,3,26,14,3,1,7,0,48,48
1078,2,3,26,14,3,1,7,0,48,48
1079,2,3,26,14,3,1,7,0,48,48
1080,2,3,26,14,3,1,7,0,48,48
1081,2,3,26,14,3,1,7,0,48,48
1082,2,3,26,14,3,1,7,0,48,48
1083,2,3,26,14,3,1,7,0,48,48
1084,2,3,26,14,3,1,7,0,48,48
1085,2,3,25,15,3,1,7,0,48,48
1086,2,3,25,15,3,1,7,0,48,48
1087,2,3,25,15,3,1,7,0,48,48
1088,2,3,25,15,3,1,7,0,48,48
1089,2,3,25,15,3,1,7,0,48,48
1090,2,3,25,15,3,1,7,0,48,48
1091,2,3,25,15,3,1,7,0,48,48
1092,2,3,25,15,3,1,7,0,48,48
1093,2,3,25,15,3,1,7,0,48,48
1094,2,3,25,15,3,1,7,0,48,48
1095,2,3,25,15,3,1,7,1,48,48
1096,2,3,25,15,3,1,7,1,48,48
1097,2,3,25,15,3,1,7,1,48,48
1098,2,3,25,15,3,1,7,1,48,48
1099,2,3,25,15,3,1,7,1,48,48
1100,2,3,25,15,3,1,7,0,49,49
1101,2,3,25,15,3,1,7,0,49,49
1102,2,3,24,16,3,1,7,0,49,49
1103,2,3,24,16,3,1,7,0,49,49
1104,2,3,24,15,3,1,8,0,49,49
1105,2,3,24,15,3,1,8,0,49,49
1106,2,3,24,15,3,1,8,0,49,49
1107,2,3,24,15,3,1,8,0,49,49
1108,2,3,24,15,3,1,8,0,49,49
1109,2,3,24,15,3,1,8,0,49,49
1110,2,3,24,15,3,1,8,0,49,49
1111,2,3,24,15,3,1,8,0,49,49
1112,2,3,24,15,3,1,8,0,49,49
1113,2,3,24,15,3,1,8,0,49,49
1114,2,3,24,15,3,1,8,0,49,49
1115,2,3,24,15,3,1,8,0,49,49
1116,2,3,24,15,3,1,8,0,49,49
1117,2,3,23,16,3,1,8,0,49,49
1118,2,3,23,16,3,1,8,0,49,49
1119,2,3,23,16,3,1,8,0,49,49
1120,2,3,23,16,3,1,8,0,49,49
1121,2,3,23,16,3,1,8,0,49,49
1122,2,3,23,16,3,1,8,0,49,49
1123,2,3,23,16,3,1,8,0,49,49
1124,2,3,23,16,3,1,8,0,49,49
1125,2,3,23,16,3,1,8,0,49,49
1126,2,3,23,16,3,1,8,0,49,49
1127,2,3,23,16,3,1,8,0,49,49
1128,2,3,23,16,3,1,8,0,49,49
1129,2,3,23,16,3,1,8,1,49,49
1130,2,2,24,16,3,1,8,1,49,49
1131,2,2,23,17,3,1,8,1,49,49
1132,2,2,23,17,3,1,8,1,49,49
1133,2,2,23,17,3,1,8,1,49,49
1134,2,2,23,17,3,1,8,0,50,50
1135,2,2,23,17,3,1,8,0,50,50
1136,2,2,23,17,3,1,8,0,50,50
1137,2,2,22,18,3,1,8,1,50,50
1138,2,2,22,18,3,1,8,1,50,50
1139,2,2,22,18,3,1,8,1,50,50
1140,2,2,22,18,3,1,8,1,50,50
1141,2,2,22,18,3,1,8,1,50,50
1142,2,2,23,17,3,1,8,0,51,51
1143,2,2,23,17,3,1,8,0,51,51
1144,2,2,23,17,3,1,8,0,51,51
1145,2,2,23,17,3,1,8,0,51,51
1146,2,2,23,17,3,1,8,0,51,51
1147,2,2,23,17,3,1,8,0,51,51
1148,2,2,23,17,3,1,8,0,51,51
1149,2,2,23,17,3,1,8,0,51,51
1150,2,2,23,17,3,1,8,0,51,51
1151,2,2,23,17,3,1,8,0,51,51
1152,2,2,23,17,3,1,8,0,51,51
1153,2,2,23,17,3,1,8,0,51,51
1154,2,2,23,17,3,1,8,0,51,51
1155,2,2,23,17,3,1,8,0,51,51
1156,2,2,23,17,3,1,8,0,51,51
1157,2,2,23,17,3,1,8,0,51,51
1158,2,2,22,18,3,1,8,0,51,51
1159,2,2,22,18,3,1,8,0,51,51
1160,2,2,22,18,3,1,8,0,51,51
1161,2,2,22,18,3,1,8,0,51,51
1162,2,2,22,18,3,1,8,0,51,51
1163,2,2,22,18,3,1,8,0,51,51
1164,2,2,22,18,3,1,8,0,51,51
1165,2,2,22,18,3,1,8,0,51,51
1166,2,2,22,18,3,1,8,0,51,51
1167,2,2,22,18,3,1,8,0,51,51
1168,2,2,22,18,3,1,8,0,51,51
1169,2,2,22,18,3,1,8,0,51,51
1170,2,2,22,18,3,1,8,0,51,51
1171,2,2,22,17,3,1,9,0,51,51
1172,2,2,22,17,3,1,9,0,51,51
1173,2,2,22,17,3,1,9,0,51,51
1174,2,2,21,18,3,1,9,0,51,51
1175,2,2,21,18,3,1,9,0,51,51
1176,2,2,21,18,3,1,9,0,51,51
1177,2,2,21,17,3,1,10,0,51,51
1178,2,2,21,17,3,1,10,0,51,51
1179,2,2,21,17,3,1,10,0,51,51
1180,2,2,21,17,3,1,10,0,51,51
1181,2,2,21,17,3,1,10,0,51,51
1182,2,2,21,17,3,1,10,0,51,51
1183,2,2,21,17,3,1,10,0,51,51
1184,2,2,21,17,3,1,10,0,51,51
1185,2,2,21,17,3,1,10,0,51,51
1186,2,2,21,17,3,1,10,0,51,51
1187,2,2,21,17,3,1,10,0,51,51
1188,2,2,21,17,3,1,10,0,51,51
1189,2,2,21,17,3,1,10,0,51,51
1190,2,2,22,16,3,1,10,0,51,51
1191,2,2,22,16,3,1,10,0,51,51
1192,2,2,22,16,3,1,10,0,51,51
1193,2,2,22,16,2,1,11,0,51,51
1194,2,2,22,16,2,1,11,0,51,51
1195,2,2,22,16,2,1,11,0,51,51
1196,2,2,21,17,2,1,11,0,51,51
1197,1,2,20,18,3,1,11,0,51,51
1198,1,2,20,17,3,1,12,0,51,51
1199,1,2,20,17,3,1,12,0,51,51
1200,1,2,20,17,3,1,12,0,51,51
1201,1,2,20,17,3,1,12,0,51,51
1202,1,2,20,17,3,1,12,0,51,51
1203,1,2,20,17,3,1,12,0,51,51
1204,1,2,20,16,3,1,13,0,51,51
1205,1,2,20,16,3,1,13,0,51,51
1206,1,2,20,16,3,1,13,0,51,51
1207,1,2,20,16,3,1,13,0,51,51
1208,1,2,20,16,3,1,13,0,51,51
1209,1,2,20,16,3,1,13,0,51,51
1210,1,2,20,16,3,1,13,0,51,51
1211,1,2,20,16,3,1,13,0,51,51
1212,1,2,20,16,3,1,13,0,51,51
1213,1,2,20,16,3,1,13,0,51,51
1214,1,2,20,16,3,1,13,0,51,51
1215,1,2,20,16,3,1,13,0,51,51
1216,1,2,21,15,3,1,13,0,51,51
1217,1,2,21,15,3,1,13,0,51,51
1218,1,2,21,15,3,1,13,0,51,51
1219,1,2,22,14,3,1,13,0,51,51
1220,1,2,22,14,3,1,13,0,51,51
1221,1,2,22,14,3,1,13,0,51,51
1222,1,2,22,14,3,1,13,0,51,51
1223,1,2,21,14,3,1,13,0,50,50
1224,1,2,21,14,3,1,13,0,50,50
1225,1,2,21,14,3,1,13,0,50,50
1226,1,2,21,14,3,1,13,0,50,50
1227,1,2,21,14,3,1,13,0,50,50
1228,1,2,21,14,3,1,13,0,50,50
1229,1,2,21,14,3,1,13,0,50,50
1230,1,2,21,14,3,1,13,0,50,50
1231,1,2,21,14,3,1,13,0,50,50
1232,1,2,21,14,3,1,13,0,50,50
